"ListaTitulo";"ListaId";"ListaUrl";"CampoTitulo";"CampoInternalName";"Tipo";"Obrigatorio";"Oculto";"SomenteLeitura";"LookupLista";"LookupCampo"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"ID do Tipo de Conteúdo";"ContentTypeId";"ContentTypeId";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Título";"Title";"Text";"False";"False";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Comentários do Aprovador";"_ModerationComments";"Note";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Nº Conta a Pagar";"LinkTitle";"Computed";"False";"False";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Tipo de Arquivo";"File_x0020_Type";"Text";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Cor";"_ColorHex";"Text";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Pressione Delete para excluir o ícone.";"_ColorTag";"Text";"False";"False";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Emoji";"_Emoji";"Text";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"ID de Ativo de Conformidade";"ComplianceAssetId";"Text";"False";"False";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Nº Controle NF";"N_x00ba_ControleNF";"Text";"False";"False";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Nº da Nota Fiscal";"N_x00ba_daNotaFiscal";"Text";"False";"False";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Nº do Pedido";"N_x00ba_doPedido";"Text";"False";"False";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Obra";"Obra";"Lookup";"True";"False";"False";"a9afadc1-f843-45c0-a628-4f49a8716832";"NomedaObra"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Código da Obra";"C_x00f3_digodaObra";"Lookup";"False";"False";"False";"a9afadc1-f843-45c0-a628-4f49a8716832";"Title"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Centro de Custo";"CentrodeCusto";"Text";"False";"False";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Fornecedor";"Fornecedor";"Text";"False";"False";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"CNPJ Fornecedor";"CNPJFornecedor";"Text";"False";"False";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Valor a Pagar";"ValoraPagar";"Currency";"False";"False";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Data de Vencimento";"DatadeVencimento";"DateTime";"False";"False";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Data Programada de Pagamento";"DataProgramadadePagamento";"DateTime";"False";"False";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Data do Pagamento";"DatadoPagamento";"DateTime";"False";"False";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Forma de Pagamento";"FormadePagamento";"Choice";"False";"False";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Status do Pagamento";"StatusdoPagamento";"Choice";"False";"False";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Responsável Financeiro";"Respons_x00e1_velFinanceiro";"User";"False";"False";"False";"{ebc81507-41be-46f3-9eac-dafe1234a71d}";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Aprovador";"Aprovador";"User";"False";"False";"False";"{ebc81507-41be-46f3-9eac-dafe1234a71d}";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Link da NF";"LinkdaNF";"URL";"False";"False";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Link do Comprovante";"LinkdoComprovante";"URL";"False";"False";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Enviado para Contabilidade?";"EnviadoparaContabilidade_x003f_";"Choice";"False";"False";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Observações";"Observa_x00e7__x00f5_es";"Note";"False";"False";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Obra: Título";"Obra_x003a__x0020_T_x00ed_tulo";"Lookup";"True";"False";"True";"a9afadc1-f843-45c0-a628-4f49a8716832";"Title"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"ID";"ID";"Counter";"False";"False";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Tipo de Conteúdo";"ContentType";"Computed";"False";"False";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Modificado";"Modified";"DateTime";"False";"False";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Criado";"Created";"DateTime";"False";"False";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Criado por";"Author";"User";"False";"False";"True";"{ebc81507-41be-46f3-9eac-dafe1234a71d}";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Modificado por";"Editor";"User";"False";"False";"True";"{ebc81507-41be-46f3-9eac-dafe1234a71d}";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Tem Destinos de Cópia";"_HasCopyDestinations";"Boolean";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Origem da Cópia";"_CopySource";"Text";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"owshiddenversion";"owshiddenversion";"Integer";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Versão do Fluxo de Trabalho";"WorkflowVersion";"Integer";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Versão da UI";"_UIVersion";"Integer";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Versão";"_UIVersionString";"Text";"False";"False";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Anexos";"Attachments";"Attachments";"False";"False";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Status de Aprovação";"_ModerationStatus";"ModStat";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Editar";"Edit";"Computed";"False";"False";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Título";"LinkTitleNoMenu";"Computed";"False";"False";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Título";"LinkTitle2";"Computed";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Selecionar";"SelectTitle";"Computed";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"ID da Instância";"InstanceID";"Integer";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Ordem";"Order";"Number";"False";"True";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"GUID";"GUID";"Guid";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"ID da Instância do Fluxo de Trabalho";"WorkflowInstanceID";"Guid";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Caminho da URL";"FileRef";"Lookup";"False";"True";"True";"";"FullUrl"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Caminho";"FileDirRef";"Lookup";"False";"True";"True";"";"DirName"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Modificado";"Last_x0020_Modified";"Lookup";"False";"True";"True";"";"TimeLastModified"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Criado";"Created_x0020_Date";"Lookup";"False";"True";"True";"";"TimeCreated"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Tipo de Item";"FSObjType";"Lookup";"False";"True";"True";"";"FSType"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Tipo de Classificação";"SortBehavior";"Lookup";"False";"True";"True";"";"SortBehavior"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Máscara de Permissões Efetivas";"PermMask";"Computed";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Contagem de principais";"PrincipalCount";"Computed";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Nome";"FileLeafRef";"File";"False";"True";"False";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Id Exclusiva";"UniqueId";"Lookup";"False";"True";"True";"";"UniqueId"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Identificador Pai do Documento";"ParentUniqueId";"Lookup";"False";"True";"True";"";"ParentUniqueId"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"ID de Cliente";"SyncClientId";"Lookup";"False";"True";"True";"";"SyncClientId"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"ProgId";"ProgId";"Lookup";"False";"True";"True";"";"ProgId"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"ScopeId";"ScopeId";"Lookup";"False";"True";"True";"";"ScopeId"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Tipo de Arquivo HTML";"HTML_x0020_File_x0020_Type";"Computed";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Início da Tabela do Menu de Edição";"_EditMenuTableStart";"Computed";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Início da Tabela do Menu de Edição";"_EditMenuTableStart2";"Computed";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Fim da Tabela do Menu de Edição";"_EditMenuTableEnd";"Computed";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Nome";"LinkFilenameNoMenu";"Computed";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Nome";"LinkFilename";"Computed";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Nome";"LinkFilename2";"Computed";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Tipo";"DocIcon";"Computed";"False";"False";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"URL Relativa do Servidor";"ServerUrl";"Computed";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"URL Absoluta Codificada";"EncodedAbsUrl";"Computed";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Nome do Arquivo";"BaseName";"Computed";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Conjunto de Propriedades";"MetaInfo";"Lookup";"False";"True";"False";"";"MetaInfo"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Nível";"_Level";"Integer";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"É a Versão Atual";"_IsCurrentVersion";"Boolean";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Contagem de Itens Filhos";"ItemChildCount";"Lookup";"False";"False";"True";"";"ItemChildCount"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Contagem de Elementos Filho da Pasta";"FolderChildCount";"Lookup";"False";"False";"True";"";"FolderChildCount"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Restrito";"Restricted";"Lookup";"False";"True";"True";"";"Restricted"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"ID do Originador";"OriginatorId";"Lookup";"False";"True";"True";"";"OriginatorId"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"NãoExecutar";"NoExecute";"Lookup";"False";"True";"True";"";"DocFlags"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Versão do Conteúdo";"ContentVersion";"Lookup";"False";"True";"True";"";"ContentVersion"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Configuração do rótulo";"_ComplianceFlags";"Lookup";"False";"False";"True";"";"ComplianceFlags"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Rótulo de retenção";"_ComplianceTag";"Lookup";"False";"False";"True";"";"ComplianceTag"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Rótulo de retenção Aplicado";"_ComplianceTagWrittenTime";"Lookup";"False";"False";"True";"";"ComplianceTagWrittenTime"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Rótulo aplicado por";"_ComplianceTagUserId";"Lookup";"False";"False";"True";"";"ComplianceTagUserId"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"O item é um Registro";"_IsRecord";"Computed";"False";"False";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Política de Acesso";"AccessPolicy";"Lookup";"False";"True";"True";"";"AccessPolicy"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"VirusStatus";"_VirusStatus";"Lookup";"False";"True";"True";"";"VirusStatus"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"VirusVendorID";"_VirusVendorID";"Lookup";"False";"True";"True";"";"VirusVendorID"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"VirusInfo";"_VirusInfo";"Lookup";"False";"True";"True";"";"VirusInfo"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"RansomwareAnomalyMetaInfo";"_RansomwareAnomalyMetaInfo";"Lookup";"False";"True";"True";"";"RansomwareAnomalyMetaInfo"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"ID do Proprietário do Rascunho";"_DraftOwnerId";"Lookup";"False";"True";"True";"";"DraftOwnerId"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Configurações do Link principal";"MainLinkSettings";"Computed";"False";"True";"True";"";""
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Aplicativo Criado por";"AppAuthor";"Lookup";"False";"False";"True";"AppPrincipals";"Title"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Aplicativo Modificado por";"AppEditor";"Lookup";"False";"False";"True";"AppPrincipals";"Title"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Tamanho Total";"SMTotalSize";"Lookup";"False";"True";"True";"";"SMTotalSize"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Data da Última Modificação";"SMLastModifiedDate";"Lookup";"False";"True";"True";"";"SMLastModifiedDate"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Tamanho Total do Fluxo de Arquivos";"SMTotalFileStreamSize";"Lookup";"False";"True";"True";"";"SMTotalFileStreamSize"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Contagem Total de Arquivos";"SMTotalFileCount";"Lookup";"False";"True";"True";"";"SMTotalFileCount"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Configurações de comentários";"_CommentFlags";"Lookup";"False";"True";"True";"";"CommentFlags"
"05 — Contas a Pagar";"69b7469b-9cb9-4509-87dd-bba00b8142fd";"/sites/Equipe.Obras/Lists/05  Contas a Pagar";"Contagem de comentário";"_CommentCount";"Lookup";"False";"True";"True";"";"CommentCount"
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"ID do Tipo de Conteúdo";"ContentTypeId";"ContentTypeId";"False";"True";"True";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"Comentários do Aprovador";"_ModerationComments";"Note";"False";"True";"True";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"Nome";"FileLeafRef";"File";"True";"False";"False";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"Documento Modificado por";"Modified_x0020_By";"Text";"False";"True";"True";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"Documento Criado por";"Created_x0020_By";"Text";"False";"True";"True";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"Tipo de Arquivo";"File_x0020_Type";"Text";"False";"True";"True";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"Tipo de Arquivo HTML";"HTML_x0020_File_x0020_Type";"Text";"False";"True";"True";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"URL da Fonte";"_SourceUrl";"Text";"False";"True";"False";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"Índice do Arquivo Compartilhado";"_SharedFileIndex";"Text";"False";"True";"False";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"Cor";"_ColorHex";"Text";"False";"True";"True";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"Pressione Delete para excluir o ícone.";"_ColorTag";"Text";"False";"False";"True";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"Emoji";"_Emoji";"Text";"False";"True";"True";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"Metadados Gerados pela Mídia";"MediaGeneratedMetadata";"Note";"False";"True";"True";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"Metadados do Usuário de Mídia";"MediaUserMetadata";"Note";"False";"True";"True";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"Metadados do arquivo de mídia";"ExtractedMetadataComputed";"Computed";"False";"True";"True";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"Selecionar";"SelectFilename";"Computed";"False";"True";"True";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"ID de Ativo de Conformidade";"ComplianceAssetId";"Text";"False";"False";"True";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"Título";"Title";"Text";"False";"False";"False";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"Link do Modelo";"TemplateUrl";"Text";"False";"True";"False";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"Link de Arquivo HTML";"xd_ProgID";"Text";"False";"True";"False";"";""
"Ativos do Site";"262c7c08-c899-4a71-b6ec-a875203d3112";"/sites/Equipe.Obras/SiteAssets";"Está Assinado";"xd_Signature";"Boolean";"False";"True";"True";"";""
