"ListaTitulo";"ListaId";"ListaUrl";"CampoTitulo";"CampoInternalName";"Tipo";"Obrigatorio";"Oculto";"SomenteLeitura";"LookupLista";"LookupCampo"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Selecionar";"SelectFilename";"Computed";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"ID de Ativo de Conformidade";"ComplianceAssetId";"Text";"False";"False";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Título";"Title";"Text";"False";"False";"False";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Link do Modelo";"TemplateUrl";"Text";"False";"True";"False";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Link de Arquivo HTML";"xd_ProgID";"Text";"False";"True";"False";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Está Assinado";"xd_Signature";"Boolean";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Sensibilidade Eficaz";"_EffectiveIpLabelDisplayName";"Computed";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"URL do Atalho";"_ShortcutUrl";"URL";"False";"True";"False";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"ID do Site do Atalho";"_ShortcutSiteId";"Guid";"False";"True";"False";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"ID do Atalho da Web";"_ShortcutWebId";"Guid";"False";"True";"False";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"ID Exclusiva do Atalho";"_ShortcutUniqueId";"Guid";"False";"True";"False";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Descrição";"_ExtendedDescription";"Note";"False";"False";"False";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Informações sobre o Fluxo de Disparo";"TriggerFlowInfo";"Text";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Modificado";"Modified";"DateTime";"False";"False";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"MediaServiceMetadata";"MediaServiceMetadata";"Note";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"MediaServiceFastMetadata";"MediaServiceFastMetadata";"Note";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"MediaServiceSearchProperties";"MediaServiceSearchProperties";"Note";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"ID";"ID";"Counter";"False";"False";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Tipo de Conteúdo";"ContentType";"Computed";"False";"False";"False";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Criado";"Created";"DateTime";"False";"False";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Criado por";"Author";"User";"False";"False";"True";"{ebc81507-41be-46f3-9eac-dafe1234a71d}";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Modificado por";"Editor";"User";"False";"False";"True";"{ebc81507-41be-46f3-9eac-dafe1234a71d}";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Tem Destinos de Cópia";"_HasCopyDestinations";"Boolean";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Origem da Cópia";"_CopySource";"Text";"False";"False";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Status de Aprovação";"_ModerationStatus";"ModStat";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Caminho da URL";"FileRef";"Lookup";"False";"True";"True";"";"FullUrl"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Caminho";"FileDirRef";"Lookup";"False";"True";"True";"";"DirName"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Modificado";"Last_x0020_Modified";"Lookup";"False";"True";"True";"";"TimeLastModified"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Criado";"Created_x0020_Date";"Lookup";"False";"True";"True";"";"TimeCreated"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Tamanho do Arquivo";"File_x0020_Size";"Lookup";"False";"True";"True";"";"SizeInKB"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Tipo de Item";"FSObjType";"Lookup";"False";"True";"True";"";"FSType"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Tipo de Classificação";"SortBehavior";"Lookup";"False";"True";"True";"";"SortBehavior"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Máscara de Permissões Efetivas";"PermMask";"Computed";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Contagem de principais";"PrincipalCount";"Computed";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Identificação do usuário para quem o item está com check-out";"CheckedOutUserId";"Lookup";"False";"True";"True";"";"CheckoutUserId"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Está com Check-out para local";"IsCheckedoutToLocal";"Lookup";"False";"True";"True";"";"IsCheckoutToLocal"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Com Check-out para";"CheckoutUser";"User";"False";"False";"True";"{ebc81507-41be-46f3-9eac-dafe1234a71d}";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Id Exclusiva";"UniqueId";"Lookup";"False";"True";"True";"";"UniqueId"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Identificador Pai do Documento";"ParentUniqueId";"Lookup";"False";"True";"True";"";"ParentUniqueId"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"ID de Cliente";"SyncClientId";"Lookup";"False";"True";"True";"";"SyncClientId"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"ProgId";"ProgId";"Lookup";"False";"True";"True";"";"ProgId"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"ScopeId";"ScopeId";"Lookup";"False";"True";"True";"";"ScopeId"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Status de Vírus";"VirusStatus";"Lookup";"False";"True";"True";"";"Size"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Com Check-out para";"CheckedOutTitle";"Lookup";"False";"True";"True";"";"CheckedOutTitle"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Comentário sobre o Check-in";"_CheckinComment";"Lookup";"False";"False";"True";"";"CheckinComment"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Com Check-out para";"LinkCheckedOutTitle";"Computed";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Início da Tabela do Menu de Edição";"_EditMenuTableStart";"Computed";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Início da Tabela do Menu de Edição";"_EditMenuTableStart2";"Computed";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Fim da Tabela do Menu de Edição";"_EditMenuTableEnd";"Computed";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Nome";"LinkFilenameNoMenu";"Computed";"False";"False";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Nome";"LinkFilename";"Computed";"False";"False";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Nome";"LinkFilename2";"Computed";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Tipo";"DocIcon";"Computed";"False";"False";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"URL Relativa do Servidor";"ServerUrl";"Computed";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"URL Absoluta Codificada";"EncodedAbsUrl";"Computed";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Nome";"BaseName";"Computed";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Tamanho do Arquivo";"FileSizeDisplay";"Computed";"False";"False";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Conjunto de Propriedades";"MetaInfo";"Lookup";"False";"True";"False";"";"MetaInfo"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Nível";"_Level";"Integer";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"É a Versão Atual";"_IsCurrentVersion";"Boolean";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Contagem de Itens Filhos";"ItemChildCount";"Lookup";"False";"False";"True";"";"ItemChildCount"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Contagem de Elementos Filho da Pasta";"FolderChildCount";"Lookup";"False";"False";"True";"";"FolderChildCount"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Restrito";"Restricted";"Lookup";"False";"True";"True";"";"Restricted"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"ID do Originador";"OriginatorId";"Lookup";"False";"True";"True";"";"OriginatorId"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"NãoExecutar";"NoExecute";"Lookup";"False";"True";"True";"";"DocFlags"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Versão do Conteúdo";"ContentVersion";"Lookup";"False";"True";"True";"";"ContentVersion"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Configuração do rótulo";"_ComplianceFlags";"Lookup";"False";"False";"True";"";"ComplianceFlags"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Rótulo de retenção";"_ComplianceTag";"Lookup";"False";"False";"True";"";"ComplianceTag"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Rótulo de retenção Aplicado";"_ComplianceTagWrittenTime";"Lookup";"False";"False";"True";"";"ComplianceTagWrittenTime"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Rótulo aplicado por";"_ComplianceTagUserId";"Lookup";"False";"False";"True";"";"ComplianceTagUserId"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"O item é um Registro";"_IsRecord";"Computed";"False";"False";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Número de Sequência de BLOB";"BSN";"Lookup";"False";"True";"True";"";"BSN"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Listar Versão do Esquema";"_ListSchemaVersion";"Lookup";"False";"True";"True";"";"ListSchemaVersion"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Sujo";"_Dirty";"Lookup";"False";"True";"True";"";"Dirty"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"É passível de análise";"_Parsable";"Lookup";"False";"True";"True";"";"DocFlags"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"StubFile";"_StubFile";"Lookup";"False";"True";"True";"";"DocFlags"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"HasEncryptedContent";"_HasEncryptedContent";"Lookup";"False";"True";"True";"";"DocFlags"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"HasUserDefinedProtection";"_HasUserDefinedProtection";"Lookup";"False";"True";"True";"";"DocFlags"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Política de Acesso";"AccessPolicy";"Lookup";"False";"True";"True";"";"AccessPolicy"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"VirusStatus";"_VirusStatus";"Lookup";"False";"True";"True";"";"VirusStatus"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"VirusVendorID";"_VirusVendorID";"Lookup";"False";"True";"True";"";"VirusVendorID"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"VirusInfo";"_VirusInfo";"Lookup";"False";"True";"True";"";"VirusInfo"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"RansomwareAnomalyMetaInfo";"_RansomwareAnomalyMetaInfo";"Lookup";"False";"True";"True";"";"RansomwareAnomalyMetaInfo"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Configurações de comentários";"_CommentFlags";"Lookup";"False";"True";"True";"";"CommentFlags"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Contagem de comentário";"_CommentCount";"Lookup";"False";"False";"True";"";"CommentCount"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Contagem de curtidas";"_LikeCount";"Lookup";"False";"False";"True";"";"LikeCount"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"ID do Modelo do Rights Management";"_RmsTemplateId";"Lookup";"False";"True";"True";"";"RmsTemplateId"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"ID do rótulo de confidencialidade";"_IpLabelId";"Lookup";"False";"True";"True";"";"IpLabelId"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Confidencialidade";"_DisplayName";"Lookup";"False";"False";"True";"";"DisplayName"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Método de Atribuição de Rótulo de Confidencialidade";"_IpLabelAssignmentMethod";"Lookup";"False";"True";"True";"";"IpLabelAssignmentMethod"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Contagem de Montagem de A2OD";"A2ODMountCount";"Lookup";"False";"True";"True";"";"A2ODMountCount"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Data de Validade";"_ExpirationDate";"Lookup";"False";"True";"True";"";"ExpirationDate"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"IpLabelHash";"_IpLabelHash";"Lookup";"False";"True";"True";"";"IpLabelHash"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"IpLabelPromotionCtagVersion";"_IpLabelPromotionCtagVersion";"Lookup";"False";"True";"True";"";"IpLabelPromotionCtagVersion"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"ID do Proprietário do Rascunho";"_DraftOwnerId";"Lookup";"False";"True";"True";"";"DraftOwnerId"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Metadados do Rótulo de Confidencialidade";"_IpLabelMetaInfo";"Lookup";"False";"True";"True";"";"IpLabelMetaInfo"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"AdditionalStreamSize";"_AdditionalStreamSize";"Lookup";"False";"True";"True";"";"AdditionalStreamSize"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"StreamScenarioIds";"_StreamScenarioIds";"Lookup";"False";"True";"True";"";"StreamScenarioIds"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Status de Arquivamento";"_FileArchiveStatus";"Lookup";"False";"True";"True";"";"FileArchiveStatus"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Metadados do arquivo de mídia";"_ExtractedMetadata";"Lookup";"False";"True";"True";"";"ExtractedMetadata"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Última Modificação do Estado do Arquivo";"_FileArchiveTimeLastModified";"Lookup";"False";"True";"True";"";"FileArchiveTimeLastModified"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Configurações do Link principal";"MainLinkSettings";"Computed";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Aplicativo Criado por";"AppAuthor";"Lookup";"False";"False";"True";"AppPrincipals";"Title"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Aplicativo Modificado por";"AppEditor";"Lookup";"False";"False";"True";"AppPrincipals";"Title"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Tamanho Total";"SMTotalSize";"Lookup";"False";"True";"True";"";"SMTotalSize"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Data da Última Modificação";"SMLastModifiedDate";"Lookup";"False";"True";"True";"";"SMLastModifiedDate"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Tamanho Total do Fluxo de Arquivos";"SMTotalFileStreamSize";"Lookup";"False";"True";"True";"";"SMTotalFileStreamSize"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Contagem Total de Arquivos";"SMTotalFileCount";"Lookup";"False";"True";"True";"";"SMTotalFileCount"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Selecionar";"SelectTitle";"Computed";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Editar";"Edit";"Computed";"False";"False";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"owshiddenversion";"owshiddenversion";"Integer";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Versão da UI";"_UIVersion";"Integer";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Versão";"_UIVersionString";"Text";"False";"False";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"ID da Instância";"InstanceID";"Integer";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Ordem";"Order";"Number";"False";"True";"False";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"GUID";"GUID";"Guid";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Versão do Fluxo de Trabalho";"WorkflowVersion";"Integer";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"ID da Instância do Fluxo de Trabalho";"WorkflowInstanceID";"Guid";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Versão de Origem (Documento Convertido)";"ParentVersionString";"Lookup";"False";"False";"True";"";"ParentVersionString"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Nome de Origem (Documento Convertido)";"ParentLeafName";"Lookup";"False";"False";"True";"";"ParentLeafName"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Número de Simultaneidade de Documentos";"DocConcurrencyNumber";"Lookup";"False";"True";"True";"";"DocConcurrencyNumber"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Hash de Fluxo do Documento";"StreamHash";"Lookup";"False";"True";"True";"";"StreamHash"
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Mesclar";"Combine";"Computed";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Vincular Novamente";"RepairDocument";"Computed";"False";"True";"True";"";""
"Documentos";"b148ed6a-0f40-404a-ad31-4a7e8076f5a3";"/sites/Equipe.Obras/Shared Documents";"Ações Desabilitadas pela Política";"PolicyDisabledUICapabilities";"Computed";"False";"True";"True";"";""
"Lista 01 - Controle de Obras ENAC";"a9afadc1-f843-45c0-a628-4f49a8716832";"/sites/Equipe.Obras/Lists/Lista 01  Controle de Obras ENAC";"ID do Tipo de Conteúdo";"ContentTypeId";"ContentTypeId";"False";"True";"True";"";""
"Lista 01 - Controle de Obras ENAC";"a9afadc1-f843-45c0-a628-4f49a8716832";"/sites/Equipe.Obras/Lists/Lista 01  Controle de Obras ENAC";"Título";"Title";"Text";"False";"False";"False";"";""
"Lista 01 - Controle de Obras ENAC";"a9afadc1-f843-45c0-a628-4f49a8716832";"/sites/Equipe.Obras/Lists/Lista 01  Controle de Obras ENAC";"Comentários do Aprovador";"_ModerationComments";"Note";"False";"True";"True";"";""
"Lista 01 - Controle de Obras ENAC";"a9afadc1-f843-45c0-a628-4f49a8716832";"/sites/Equipe.Obras/Lists/Lista 01  Controle de Obras ENAC";"Código da Obra";"LinkTitle";"Computed";"False";"False";"True";"";""
"Lista 01 - Controle de Obras ENAC";"a9afadc1-f843-45c0-a628-4f49a8716832";"/sites/Equipe.Obras/Lists/Lista 01  Controle de Obras ENAC";"Tipo de Arquivo";"File_x0020_Type";"Text";"False";"True";"True";"";""
"Lista 01 - Controle de Obras ENAC";"a9afadc1-f843-45c0-a628-4f49a8716832";"/sites/Equipe.Obras/Lists/Lista 01  Controle de Obras ENAC";"Cor";"_ColorHex";"Text";"False";"True";"True";"";""
"Lista 01 - Controle de Obras ENAC";"a9afadc1-f843-45c0-a628-4f49a8716832";"/sites/Equipe.Obras/Lists/Lista 01  Controle de Obras ENAC";"Pressione Delete para excluir o ícone.";"_ColorTag";"Text";"False";"False";"True";"";""
"Lista 01 - Controle de Obras ENAC";"a9afadc1-f843-45c0-a628-4f49a8716832";"/sites/Equipe.Obras/Lists/Lista 01  Controle de Obras ENAC";"Emoji";"_Emoji";"Text";"False";"True";"True";"";""
"Lista 01 - Controle de Obras ENAC";"a9afadc1-f843-45c0-a628-4f49a8716832";"/sites/Equipe.Obras/Lists/Lista 01  Controle de Obras ENAC";"ID de Ativo de Conformidade";"ComplianceAssetId";"Text";"False";"False";"True";"";""
"Lista 01 - Controle de Obras ENAC";"a9afadc1-f843-45c0-a628-4f49a8716832";"/sites/Equipe.Obras/Lists/Lista 01  Controle de Obras ENAC";"Nome da Obra";"NomedaObra";"Text";"False";"False";"False";"";""
